date,cc,state,announced,mediator_nego,enforcement,state_prev,mediator_prev,enf_prev,resilience_index
1994-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,31
1995-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,32
1995-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,33
1995-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,34
1995-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,35
1995-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,36
1995-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,37
1995-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,38
1995-08-01,372,0,0,1.0,1.0,0.0,1.0,1.0,39
1995-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,40
1995-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,41
1995-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,42
1995-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,43
1996-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,44
1996-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,45
1996-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,46
1996-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,47
1996-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,48
1996-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,49
1996-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,50
1996-08-01,372,0,0,1.0,1.0,0.0,1.0,1.0,51
1996-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,52
1996-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,53
1996-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,54
1996-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,55
1997-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,56
1997-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,57
1997-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,58
1997-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,59
1997-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,60
1997-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,61
1997-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,62
1997-08-01,372,0,0,1.0,1.0,0.0,1.0,1.0,63
1997-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,64
1997-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,65
1997-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,66
1997-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,67
1998-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,68
1998-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,69
1998-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,70
1998-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,71
1998-05-01,372,0,1,1.0,1.0,0.0,1.0,1.0,72
1998-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,73
1998-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,74
1998-08-01,372,0,0,1.0,1.0,0.0,1.0,1.0,75
1998-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,76
1998-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,77
1998-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,78
1998-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,79
1999-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,80
1999-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,81
1999-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,82
1999-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,83
1999-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,84
1999-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,85
1999-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,86
1999-08-01,372,0,0,1.0,1.0,0.0,1.0,1.0,87
1999-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,88
1999-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,89
1999-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,90
1999-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,91
2000-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,92
2000-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,93
2000-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,94
2000-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,95
2000-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,96
2000-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,97
2000-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,98
2000-08-01,372,0,0,1.0,1.0,0.0,1.0,1.0,99
2000-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,100
2000-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,101
2000-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,102
2000-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,103
2001-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,104
2001-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,105
2001-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,106
2001-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,107
2001-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,108
2001-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,109
2001-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,110
2001-08-01,372,0,0,1.0,1.0,0.0,1.0,1.0,111
2001-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,112
2001-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,113
2001-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,114
2001-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,115
2002-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,116
2002-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,117
2002-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,118
2002-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,119
2002-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,120
2002-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,121
2002-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,122
2002-08-01,372,0,0,1.0,1.0,0.0,1.0,1.0,123
2002-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,124
2002-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,125
2002-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,126
2002-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,127
2003-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,128
2003-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,129
2003-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,130
2003-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,131
2003-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,132
2003-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,133
2003-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,134
2003-08-01,372,0,0,1.0,1.0,0.0,1.0,1.0,135
2003-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,136
2003-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,137
2003-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,138
2003-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,139
2004-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,140
2004-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,141
2004-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,142
2004-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,143
2004-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,144
2004-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,145
2004-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,146
2004-08-01,372,0,1,1.0,1.0,0.0,1.0,1.0,147
2004-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,148
2004-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,149
2004-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,150
2004-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,151
2005-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,152
2005-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,153
2005-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,154
2005-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,155
2005-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,156
2005-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,157
2005-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,158
2005-08-01,372,0,0,1.0,1.0,0.0,1.0,1.0,159
2005-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,160
2005-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,161
2005-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,162
2005-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,163
2006-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,164
2006-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,165
2006-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,166
2006-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,167
2006-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,168
2006-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,169
2006-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,170
2006-08-01,372,0,0,1.0,1.0,0.0,1.0,1.0,171
2006-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,172
2006-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,173
2006-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,174
2006-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,175
2007-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,176
2007-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,177
2007-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,178
2007-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,179
2007-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,180
2007-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,181
2007-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,182
2007-08-01,372,0,0,1.0,1.0,0.0,1.0,1.0,183
2007-09-01,372,0,0,1.0,1.0,0.0,1.0,1.0,184
2007-10-01,372,0,0,1.0,1.0,0.0,1.0,1.0,185
2007-11-01,372,0,0,1.0,1.0,0.0,1.0,1.0,186
2007-12-01,372,0,0,1.0,1.0,0.0,1.0,1.0,187
2008-01-01,372,0,0,1.0,1.0,0.0,1.0,1.0,188
2008-02-01,372,0,0,1.0,1.0,0.0,1.0,1.0,189
2008-03-01,372,0,0,1.0,1.0,0.0,1.0,1.0,190
2008-04-01,372,0,0,1.0,1.0,0.0,1.0,1.0,191
2008-05-01,372,0,0,1.0,1.0,0.0,1.0,1.0,192
2008-06-01,372,0,0,1.0,1.0,0.0,1.0,1.0,193
2008-07-01,372,0,0,1.0,1.0,0.0,1.0,1.0,194
2008-08-01,372,0,1,1.0,0.0,0.0,1.0,1.0,195
2008-09-01,372,0,0,1.0,0.0,0.0,1.0,0.0,196
1992-03-01,373,0,1,1.0,0.0,,,,1
1992-04-01,373,1,0,0.0,0.0,0.0,1.0,0.0,0
1992-05-01,373,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-06-01,373,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-07-01,373,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-08-01,373,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-09-01,373,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-10-01,373,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-11-01,373,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-12-01,373,1,0,0.0,0.0,1.0,0.0,0.0,0
1993-01-01,373,1,0,0.0,0.0,1.0,0.0,0.0,0
1993-02-01,373,1,0,0.0,0.0,1.0,0.0,0.0,0
1993-03-01,373,1,0,0.0,0.0,1.0,0.0,0.0,0
1993-04-01,373,0,1,0.0,0.0,1.0,0.0,0.0,1
1993-05-01,373,1,0,0.0,0.0,0.0,0.0,0.0,0
1993-06-01,373,1,0,0.0,0.0,1.0,0.0,0.0,0
1993-07-01,373,0,1,0.0,0.0,1.0,0.0,0.0,1
1993-08-01,373,0,1,0.0,0.0,0.0,0.0,0.0,2
1993-09-01,373,0,1,0.0,0.0,0.0,0.0,0.0,3
1993-10-01,373,0,0,0.0,0.0,0.0,0.0,0.0,4
1993-11-01,373,1,0,0.0,0.0,0.0,0.0,0.0,0
1993-12-01,373,0,1,1.0,0.0,1.0,0.0,0.0,1
1998-06-01,404,0,1,0.0,0.0,,,,1
1998-07-01,404,0,1,1.0,1.0,0.0,0.0,0.0,2
1998-08-01,404,0,1,1.0,1.0,0.0,1.0,1.0,3
1998-09-01,404,1,0,0.0,0.0,0.0,1.0,1.0,0
1998-10-01,404,0,1,1.0,2.0,1.0,0.0,0.0,1
1998-11-01,404,0,0,1.0,2.0,0.0,1.0,2.0,2
1998-12-01,404,0,0,1.0,2.0,0.0,1.0,2.0,3
1999-01-01,404,0,0,1.0,2.0,0.0,1.0,2.0,4
2007-08-01,432,0,1,1.0,0.0,,,,1
2007-09-01,432,0,0,1.0,0.0,0.0,1.0,0.0,2
2007-10-01,432,1,0,0.0,0.0,0.0,1.0,0.0,0
2007-11-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2007-12-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2008-01-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2008-02-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2008-03-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2008-04-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2008-05-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2008-06-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2008-07-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2008-08-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2008-09-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2008-10-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2008-11-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2008-12-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2009-01-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2009-02-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2009-03-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2009-04-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2009-05-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2009-06-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2009-07-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2009-08-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2009-09-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2009-10-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2009-11-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2009-12-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2010-01-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2010-02-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2010-03-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2010-04-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2010-05-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2010-06-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2010-07-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2010-08-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2010-09-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2010-10-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2010-11-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2010-12-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2011-01-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2011-02-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2011-03-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2011-04-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2011-05-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2011-06-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2011-07-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2011-08-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2011-09-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2011-10-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2011-11-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2011-12-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2012-01-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2012-02-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2012-03-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2012-04-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2012-05-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2012-06-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2012-07-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2012-08-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2012-09-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2012-10-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2012-11-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2012-12-01,432,0,1,1.0,0.0,1.0,0.0,0.0,1
2013-01-01,432,0,0,1.0,0.0,0.0,1.0,0.0,2
2013-02-01,432,1,0,0.0,0.0,0.0,1.0,0.0,0
2013-03-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2013-04-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2013-05-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2013-06-01,432,0,1,1.0,0.0,1.0,0.0,0.0,1
2013-07-01,432,0,0,1.0,0.0,0.0,1.0,0.0,2
2013-08-01,432,0,0,1.0,0.0,0.0,1.0,0.0,3
2013-09-01,432,0,0,1.0,0.0,0.0,1.0,0.0,4
2013-10-01,432,0,1,1.0,0.0,0.0,1.0,0.0,5
2013-11-01,432,0,0,1.0,0.0,0.0,1.0,0.0,6
2013-12-01,432,1,0,0.0,0.0,0.0,1.0,0.0,0
2014-01-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2014-02-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2014-03-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2014-04-01,432,1,0,0.0,0.0,1.0,0.0,0.0,0
2014-05-01,432,0,1,1.0,0.0,1.0,0.0,0.0,1
2014-06-01,432,0,0,1.0,0.0,0.0,1.0,0.0,2
2014-07-01,432,0,1,1.0,0.0,0.0,1.0,0.0,3
2014-08-01,432,0,0,1.0,0.0,0.0,1.0,0.0,4
2014-09-01,432,0,0,1.0,0.0,0.0,1.0,0.0,5
2014-10-01,432,0,0,1.0,0.0,0.0,1.0,0.0,6
2014-11-01,432,0,0,1.0,0.0,0.0,1.0,0.0,7
2014-12-01,432,0,0,1.0,0.0,0.0,1.0,0.0,8
2015-01-01,432,0,0,1.0,0.0,0.0,1.0,0.0,9
2015-02-01,432,0,0,1.0,0.0,0.0,1.0,0.0,10
1991-03-01,433,0,1,0.0,0.0,,,,1
1991-04-01,433,0,0,0.0,0.0,0.0,0.0,0.0,2
1991-05-01,433,0,0,0.0,0.0,0.0,0.0,0.0,3
1991-06-01,433,1,0,0.0,0.0,0.0,0.0,0.0,0
1991-07-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1991-08-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1991-09-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1991-10-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1991-11-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1991-12-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-01-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-02-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-03-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-04-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-05-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-06-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-07-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-08-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-09-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-10-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-11-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1992-12-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1993-01-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1993-02-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1993-03-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1993-04-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1993-05-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1993-06-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1993-07-01,433,0,1,1.0,0.0,1.0,0.0,0.0,1
1993-08-01,433,0,0,1.0,0.0,0.0,1.0,0.0,2
1993-09-01,433,0,0,1.0,0.0,0.0,1.0,0.0,3
1993-10-01,433,0,0,1.0,0.0,0.0,1.0,0.0,4
1993-11-01,433,0,0,1.0,0.0,0.0,1.0,0.0,5
1993-12-01,433,0,0,1.0,0.0,0.0,1.0,0.0,6
1994-01-01,433,0,0,1.0,0.0,0.0,1.0,0.0,7
1994-02-01,433,0,0,1.0,0.0,0.0,1.0,0.0,8
1994-03-01,433,0,0,1.0,0.0,0.0,1.0,0.0,9
1994-04-01,433,0,0,1.0,0.0,0.0,1.0,0.0,10
1994-05-01,433,0,0,1.0,0.0,0.0,1.0,0.0,11
1994-06-01,433,0,0,1.0,0.0,0.0,1.0,0.0,12
1994-07-01,433,0,0,1.0,0.0,0.0,1.0,0.0,13
1994-08-01,433,0,0,1.0,0.0,0.0,1.0,0.0,14
1994-09-01,433,0,0,1.0,0.0,0.0,1.0,0.0,15
1994-10-01,433,0,0,1.0,0.0,0.0,1.0,0.0,16
1994-11-01,433,0,0,1.0,0.0,0.0,1.0,0.0,17
1994-12-01,433,0,0,1.0,0.0,0.0,1.0,0.0,18
1995-01-01,433,0,0,1.0,0.0,0.0,1.0,0.0,19
1995-02-01,433,0,0,1.0,0.0,0.0,1.0,0.0,20
1995-03-01,433,0,0,1.0,0.0,0.0,1.0,0.0,21
1995-04-01,433,0,0,1.0,0.0,0.0,1.0,0.0,22
1995-05-01,433,0,0,1.0,0.0,0.0,1.0,0.0,23
1995-06-01,433,0,0,1.0,0.0,0.0,1.0,0.0,24
1995-07-01,433,1,0,0.0,0.0,0.0,1.0,0.0,0
1995-08-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1995-09-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1995-10-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1995-11-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1995-12-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1996-01-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1996-02-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1996-03-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1996-04-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1996-05-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1996-06-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1996-07-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1996-08-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1996-09-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1996-10-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1996-11-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1996-12-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1997-01-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1997-02-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1997-03-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1997-04-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1997-05-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1997-06-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1997-07-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1997-08-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1997-09-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1997-10-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1997-11-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1997-12-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1998-01-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1998-02-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1998-03-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1998-04-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1998-05-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1998-06-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1998-07-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1998-08-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1998-09-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1998-10-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1998-11-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1998-12-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1999-01-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1999-02-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1999-03-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1999-04-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1999-05-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1999-06-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1999-07-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1999-08-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1999-09-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1999-10-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1999-11-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
1999-12-01,433,0,1,1.0,0.0,1.0,0.0,0.0,1
2000-01-01,433,0,0,1.0,0.0,0.0,1.0,0.0,2
2000-02-01,433,0,0,1.0,0.0,0.0,1.0,0.0,3
2000-03-01,433,0,0,1.0,0.0,0.0,1.0,0.0,4
2000-04-01,433,0,0,1.0,0.0,0.0,1.0,0.0,5
2000-05-01,433,1,0,0.0,0.0,0.0,1.0,0.0,0
2000-06-01,433,1,0,0.0,0.0,1.0,0.0,0.0,0
